characterID,character_name,movieID,movie_title,gender,position_in_credits
u199,GIRL,m13,airplane!,F,?
u201,JACK,m13,airplane!,M,?
u202,JOEY,m13,airplane!,M,?
u203,KRAMER,m13,airplane!,M,?
u204,LISA,m13,airplane!,F,?
u205,MILTON,m13,airplane!,?,?
u207,MRS. KRAMER,m13,airplane!,F,?
u209,OVEUR,m13,airplane!,M,?
u211,SHIRLEY,m13,airplane!,F,?
u212,SISTER ANGELINA,m13,airplane!,F,?
u213,SOLDIER,m13,airplane!,M,?
u215,CASSANDRA,m14,alien nation,F,?
u216,FEDORCHUK,m14,alien nation,M,?
u217,HARCOURT,m14,alien nation,M,?
u219,KIPLING,m14,alien nation,M,?
u220,MAFFET,m14,alien nation,?,?
u221,O'NEAL,m14,alien nation,?,?
u222,OPERATOR,m14,alien nation,?,?
u223,PORTER,m14,alien nation,M,?
u225,TUGGLE,m14,alien nation,M,?
u226,WARNER,m14,alien nation,M,?
u227,WINTER,m14,alien nation,?,?
u228,APONE,m15,aliens,M,?
u231,GORMAN,m15,aliens,M,?
u233,HUDSON,m15,aliens,M,?
u234,LYDECKER,m15,aliens,M,?
u235,MED-TECH,m15,aliens,?,?
u238,SIMPSON,m15,aliens,M,?
u240,VASQUEZ,m15,aliens,F,?
u241,ALLEGRO,m16,amadeus,?,?
u242,ANDANTE,m16,amadeus,?,?
u243,ARCO,m16,amadeus,M,?
u245,COLLOREDO,m16,amadeus,M,?
u246,COMMENDATORE,m16,amadeus,M,?
u248,FIRST LADY,m16,amadeus,F,?
u249,FLUNKY,m16,amadeus,?,?
u250,FRAU SCHLUMBERG,m16,amadeus,F,?
u254,MADAME WEBER,m16,amadeus,F,?
u256,OFFICER,m16,amadeus,?,?
u258,ORSINI-ROSENBERG,m16,amadeus,M,?
u259,PAPAGENO,m16,amadeus,?,?
u262,SCHLUMBERG,m16,amadeus,M,?
u263,SECOND LADY,m16,amadeus,F,?
u264,SERVANT,m16,amadeus,M,?
u265,UGLY OLD WOMAN,m16,amadeus,F,?
u267,VON STRACK,m16,amadeus,M,?
u268,VON SWIETEN,m16,amadeus,?,?
u270,BENJAMIN,m17,an american werewolf in london,M,?
u271,BOBBIE,m17,an american werewolf in london,?,?
u272,BRINGSLY,m17,an american werewolf in london,?,?
u273,CHESS PLAYER,m17,an american werewolf in london,M,?
u277,LT. VILLIERS,m17,an american werewolf in london,?,?
u278,MISS GALLAGHER,m17,an american werewolf in london,F,?
u279,MRS. HOBBS,m17,an american werewolf in london,F,?
u280,ORDERLY,m17,an american werewolf in london,?,?
u281,SECRETARY,m17,an american werewolf in london,?,?
u282,SGT. MCMANUS,m17,an american werewolf in london,?,?
u283,WOMAN,m17,an american werewolf in london,F,?
u284,BILL,m18,american madness,?,?
u285,CHARLIE,m18,american madness,M,?
u289,DUDE,m18,american madness,M,?
u290,GARDINER,m18,american madness,?,?
u291,GUARD,m18,american madness,?,?
u293,HELEN'S VOICE,m18,american madness,F,?
u294,INSPECTOR,m18,american madness,M,?
u295,JANITOR,m18,american madness,?,?
u296,LADY,m18,american madness,F,?
u298,MIKE,m18,american madness,M,?
u300,MRS. HALLIGAN,m18,american madness,F,?
u301,MRS. PEMBROKE,m18,american madness,F,?
u302,O'BRIEN,m18,american madness,M,?
u303,OSCAR,m18,american madness,M,?
u304,SAMPSON,m18,american madness,?,?
u305,TELLER,m18,american madness,?,?
u307,BURLY DETECTIVE,m19,american outlaws,M,?
u310,DEPUTY,m19,american outlaws,?,?
u311,DOC MIMMS,m19,american outlaws,M,?
u314,JIM,m19,american outlaws,M,?
u315,JIMMY,m19,american outlaws,M,?
u316,LYLA,m19,american outlaws,F,?
u317,MA,m19,american outlaws,F,?
u318,MARSHALL,m19,american outlaws,?,?
u319,OLD MAN,m19,american outlaws,M,?
u321,PASTOR,m19,american outlaws,?,?
u324,SHERRIFF,m19,american outlaws,?,?
u325,TELLER,m19,american outlaws,?,?
u328,CARNES,m20,american psycho,M,?
u329,CARRUTHERS,m20,american psycho,M,?
u332,DAISY,m20,american psycho,F,?
u338,MAITRE D',m20,american psycho,F,?
u340,OWEN,m20,american psycho,?,?
u341,PRICE,m20,american psycho,?,?
u342,VAN PATTEN,m20,american psycho,M,?
u343,VICTORIA,m20,american psycho,F,?
u345,BARTON,m21,antitrust,M,?
u346,BRIAN,m21,antitrust,M,?
u347,CYBER PUNDIT,m21,antitrust,?,?
u348,DANNY,m21,antitrust,M,?
u350,LARRY,m21,antitrust,M,?
u351,LARRY KING,m21,antitrust,M,?
u352,LEN,m21,antitrust,?,?
u355,PHIL,m21,antitrust,M,?
u356,RANDY,m21,antitrust,M,?
u357,REDMOND,m21,antitrust,M,?
u358,SHROT,m21,antitrust,M,?
u359,TEDDY,m21,antitrust,M,?
u361,ANDY WARHOL,m22,austin powers: international man of mystery,M,?
u364,CLERK,m22,austin powers: international man of mystery,M,?
u365,COMMANDER GILMOUR,m22,austin powers: international man of mystery,M,?
u366,DESTRUCTACON,m22,austin powers: international man of mystery,?,?
u369,GUARD,m22,austin powers: international man of mystery,M,?
u370,MICK JAGGER,m22,austin powers: international man of mystery,M,?
u374,RADAR OPERATOR,m22,austin powers: international man of mystery,M,?
u378,BAILEY,m23,the avengers,?,?
u379,DR. DARLING,m23,the avengers,?,?
u381,FATHER,m23,the avengers,M,?
u384,OLD LADY,m23,the avengers,F,?
u385,PORTER,m23,the avengers,?,?
u386,SIR AUGUST,m23,the avengers,M,?
u389,VOICE,m23,the avengers,M,?
u390,BOBBIE,m24,bachelor party,?,?
u391,CHULO,m24,bachelor party,?,?
u394,EXECUTIVE,m24,bachelor party,M,?
u395,GARY,m24,bachelor party,M,?
u396,ILENE,m24,bachelor party,F,?
u397,JUMBO,m24,bachelor party,?,?
u398,LARRY,m24,bachelor party,M,?
u399,MANAGER,m24,bachelor party,M,?
u400,MR. T,m24,bachelor party,M,?
u401,MR. THOMERSON,m24,bachelor party,M,?
u402,MRS. THOMERSON,m24,bachelor party,F,?
u404,PHOEBE,m24,bachelor party,F,?
u405,RAJAH,m24,bachelor party,?,?
u407,RYKO,m24,bachelor party,M,?
u408,SISTER MARY FRANCIS,m24,bachelor party,F,?
u409,STAN,m24,bachelor party,M,?
u410,WOMAN,m24,bachelor party,F,?
u411,AXE,m25,backdraft,M,?
u413,CHIEF FITZGERALD,m25,backdraft,M,?
u414,DENNIS,m25,backdraft,M,?
u415,GRINDLE,m25,backdraft,M,?
u418,RICCO,m25,backdraft,M,?
u419,RONALD,m25,backdraft,M,?
u422,SWAYZAK,m25,backdraft,M,?
u423,TIM,m25,backdraft,M,?
u424,WILLY,m25,backdraft,M,?
u426,ELDERLY BLACK WOMAN,m26,bad lieutenant,F,?
u427,FENCE,m26,bad lieutenant,?,?
u428,JC,m26,bad lieutenant,M,?
u429,JESUS,m26,bad lieutenant,M,?
u430,LARGE,m26,bad lieutenant,M,?
u433,NUN,m26,bad lieutenant,F,?
u434,PRIEST,m26,bad lieutenant,M,?
u435,1/16TH BLACK,m27,bamboozled,?,?
u436,AUDIENCE,m27,bamboozled,?,?
u437,BIG BLACK,m27,bamboozled,M,?
u438,CHEEBA,m27,bamboozled,?,?
u440,DOT,m27,bamboozled,F,?
u442,GARY BYRD,m27,bamboozled,M,?
u443,HONEYCUTT,m27,bamboozled,M,?
u444,JUKKA,m27,bamboozled,M,?
u446,MANRAY,m27,bamboozled,M,?
u448,MONA,m27,bamboozled,F,?
u449,MYRNA,m27,bamboozled,F,?
u453,TAVIS SMILEY,m27,bamboozled,?,?
u454,ARMED GENTLEMAN,m28,barry lyndon,M,?
u455,CAPTAIN BEST,m28,barry lyndon,?,?
u458,CAPTAIN O'REILLY,m28,barry lyndon,?,?
u460,COUNT,m28,barry lyndon,?,?
u462,DOROTHY,m28,barry lyndon,F,?
u463,HARRY,m28,barry lyndon,M,?
u464,HENRI,m28,barry lyndon,M,?
u465,LORD WEST,m28,barry lyndon,M,?
u466,MICHAEL,m28,barry lyndon,M,?
u467,MINISTER GALGENSTEIN,m28,barry lyndon,?,?
u468,MRS. O'REILLY,m28,barry lyndon,F,?
u469,NEWCOMBE,m28,barry lyndon,?,?
u470,PATRICK,m28,barry lyndon,M,?
u471,PRINCE,m28,barry lyndon,M,?
u472,PRUSSIAN OFFICER,m28,barry lyndon,?,?
u474,SIR WILLIAM,m28,barry lyndon,M,?
u475,VALDEZ,m28,barry lyndon,?,?
u476,BARTENDER,m29,basic,?,?
u477,CHILDS,m29,basic,?,?
u484,SERGEANT,m29,basic,?,?
u486,THE CADETS,m29,basic,?,?
u489,BEAMEN,m30,big fish,M,?
u490,DON PRICE,m30,big fish,M,?
u491,DR. BENNETT,m30,big fish,M,?
u495,KARL,m30,big fish,M,?
u500,BRANCH MANAGER,m31,birthday girl,?,?
u503,OFFICIAL,m31,birthday girl,M,?
u506,BOJO,m32,black snake moan,M,?
u507,BRYAN,m32,black snake moan,M,?
u508,ELLA MAE,m32,black snake moan,?,?
u510,JESSE,m32,black snake moan,F,?
u512,LINCOLN,m32,black snake moan,?,?
u521,CONNIE,m33,black rain,?,?
u522,ICH,m33,black rain,?,?
u524,KOBO,m33,black rain,?,?
u531,CHEW,m34,blade runner,M,?
u533,DECKARD'S VOICE,m34,blade runner,M,?
u534,ESPER,m34,blade runner,?,?
u537,LEON,m34,blade runner,M,?
u538,MARY,m34,blade runner,F,?
u541,SALOME,m34,blade runner,F,?
u543,TAFFEY,m34,blade runner,M,?
u544,TYRELL,m34,blade runner,M,?
u545,VOICE,m34,blade runner,?,?
u546,WHEELER,m34,blade runner,?,?
u548,ARON,m35,blast from the past,M,?
u549,ATKINSON,m35,blast from the past,?,?
u550,BELLBOY,m35,blast from the past,?,?
u551,BUTCHER,m35,blast from the past,?,?
u552,BYSTANDER #1,m35,blast from the past,?,?
u554,CLERK,m35,blast from the past,M,?
u559,LEVY,m35,blast from the past,?,?
u560,MISS SWEET,m35,blast from the past,F,?
u561,MOM,m35,blast from the past,F,?
u562,PILOT,m35,blast from the past,?,?
u563,POSTAL WORKER,m35,blast from the past,?,?
u565,STREET WALKER,m35,blast from the past,?,?
u566,TOWER,m35,blast from the past,?,?
u568,AUNT BARBARA,m36,blue velvet,F,?
u569,BEN,m36,blue velvet,M,?
u572,F.B.I. MAN,m36,blue velvet,M,?
u573,FRANK,m36,blue velvet,M,?
u575,MIKE,m36,blue velvet,M,?
u576,MR. BEAUMONT,m36,blue velvet,M,?
u577,MRS. BEAUMONT,m36,blue velvet,F,?
u578,MRS. WILLIAMS,m36,blue velvet,F,?
u579,RAYMOND,m36,blue velvet,M,?
u581,YELLOW MAN,m36,blue velvet,M,?
u582,AUGUSTUS,m37,the boondock saints,M,?
u583,BOTH,m37,the boondock saints,?,?
u584,CHAFFEY,m37,the boondock saints,?,?
u586,DOC,m37,the boondock saints,M,?
u587,DOLLY,m37,the boondock saints,M,?
u588,DONNA,m37,the boondock saints,F,?
u590,GREENLY,m37,the boondock saints,M,?
u591,MOM,m37,the boondock saints,F,?
u595,ROZ,m37,the boondock saints,F,?
u597,VINCENZO,m37,the boondock saints,M,?
u600,APPLEJACK,m38,bottle rocket,M,?
u602,COP,m38,bottle rocket,M,?
u604,EMPLOYEE,m38,bottle rocket,M,?
u607,JACKSON,m38,bottle rocket,M,?
u608,KUMAR,m38,bottle rocket,M,?
u609,LITTLE RICHARD,m38,bottle rocket,?,?
u610,MAN,m38,bottle rocket,M,?
u614,CRONIN,m39,the bourne supremacy,?,?
u615,GRETKOV,m39,the bourne supremacy,M,?
u620,MARSHALL,m39,the bourne supremacy,M,?
u621,NEVINS/PHONE,m39,the bourne supremacy,M,?
u624,PAMELA/PHONE,m39,the bourne supremacy,F,?
u627,ZORN,m39,the bourne supremacy,M,?
u628,ARGYLE,m40,braveheart,M,?
u630,EDWARD,m40,braveheart,M,?
u631,HAMISH,m40,braveheart,M,?
u632,LEADER,m40,braveheart,?,?
u633,LEPER,m40,braveheart,M,?
u634,LONGSHANKS,m40,braveheart,?,?
u637,NICOLETTE,m40,braveheart,F,?
u639,ROBERT,m40,braveheart,M,?
u640,STEPHEN,m40,braveheart,M,?
u644,CARLOS,m41,the butterfly effect,M,?
u649,JASON,m41,the butterfly effect,M,?
u651,LENNY,m41,the butterfly effect,M,?
u652,MR. MILLER,m41,the butterfly effect,M,?
u656,TOMMY,m41,the butterfly effect,M,?
u657,WAITRESS,m41,the butterfly effect,F,?
u660,CARL,m42,casablanca,M,?
u661,EMIL,m42,casablanca,M,?
u662,EUROPEAN,m42,casablanca,?,?
u670,TOURIST,m42,casablanca,M,?
u672,YVONNE,m42,casablanca,F,?
u673,ALEKSEI,m43,cast away,?,?
u675,BETTINA,m43,cast away,F,?
u677,CHUCK/CAPTAIN,m43,cast away,M,?
u678,DOCTOR,m43,cast away,?,?
u679,DRIVER,m43,cast away,M,?
u680,ERICA,m43,cast away,F,?
u683,LESLIE,m43,cast away,?,?
u684,MOM,m43,cast away,F,?
u685,ROGER,m43,cast away,M,?
u687,TECHNICIAN,m43,cast away,?,?
u688,VOICE,m43,cast away,?,?
u692,CURLY,m44,the cider house rules,M,?
u693,EDNA,m44,the cider house rules,F,?
u694,FUZZY,m44,the cider house rules,M,?
u696,JACK,m44,the cider house rules,M,?
u698,MAJOR WINSLOW,m44,the cider house rules,?,?
u699,MARY AGNES,m44,the cider house rules,F,?
u701,MRS. GOODHALL,m44,the cider house rules,F,?
u702,MUDDY,m44,the cider house rules,M,?
u703,OLIVE,m44,the cider house rules,F,?
u704,PEACHES,m44,the cider house rules,M,?
u705,RAY,m44,the cider house rules,M,?
u711,GILLETTE,m45,confidence,?,?
u716,LIONEL,m45,confidence,M,?
u719,MOONAN,m45,confidence,?,?
u720,MR. LEWIS,m45,confidence,M,?
u721,ROTTOVICH,m45,confidence,?,?
u722,SALESGIRL,m45,confidence,F,?
u723,SOBOZINSKI,m45,confidence,?,?
u724,SUITS,m45,confidence,?,?
u726,DEALER,m46,croupier,M,?
u729,JACK SR.,m46,croupier,M,?
u731,LUCY,m46,croupier,F,?
u732,MAN,m46,croupier,M,?
u736,ROSS,m46,croupier,?,?
u738,BOMB #19,m47,dark star,?,?
u744,BLONDE,m48,dark angel,?,?
u746,DARREN,m48,dark angel,?,?
u747,HERBAL,m48,dark angel,?,?
u748,INGA,m48,dark angel,?,?
u749,KENDRA,m48,dark angel,?,?
u750,LAUREN,m48,dark angel,?,?
u754,NORMAL,m48,dark angel,?,?
u757,SONRISA,m48,dark angel,?,?
u758,SOPHY,m48,dark angel,?,?
u759,THEO,m48,dark angel,?,?
u760,VOGELSANG,m48,dark angel,?,?
u761,AMANDA,m49,detroit rock city,F,?
u762,BARTENDER,m49,detroit rock city,?,?
u763,BETH,m49,detroit rock city,F,?
u767,KENNY,m49,detroit rock city,M,?
u770,MAN WITH COAT,m49,detroit rock city,M,?
u772,PRIEST,m49,detroit rock city,M,?
u773,SCALPER,m49,detroit rock city,M,?
u774,SIMPLE SIMON'S VOICE,m49,detroit rock city,M,?
u776,TRIP'S VOICE,m49,detroit rock city,M,?
u777,AUDIENCE,m50,donnie darko,?,?
u780,DR. MONNITOFF,m50,donnie darko,M,?
u782,EDDIE,m50,donnie darko,M,?
u783,ELIZABETH,m50,donnie darko,F,?
u787,LEROY,m50,donnie darko,M,?
u788,MS. FARMER,m50,donnie darko,F,?
u789,MS. POMEROY,m50,donnie darko,F,?
u791,RONALD,m50,donnie darko,M,?
u792,ROSE,m50,donnie darko,F,?
u793,SAMANTHA,m50,donnie darko,F,?
u794,SEAN,m50,donnie darko,M,?
u795,SETH,m50,donnie darko,M,?
u798,BECKY,m51,drop dead gorgeous,F,?
u799,BRETT,m51,drop dead gorgeous,F,?
u800,COLLEEN,m51,drop dead gorgeous,F,?
u801,DOCUMENTARIAN,m51,drop dead gorgeous,M,?
u802,FRY GIRL #1,m51,drop dead gorgeous,F,?
u803,GLADYS,m51,drop dead gorgeous,F,?
u804,HANK,m51,drop dead gorgeous,M,?
u805,HAROLD,m51,drop dead gorgeous,M,?
u806,IRIS,m51,drop dead gorgeous,F,?
u807,LESLIE,m51,drop dead gorgeous,F,?
u808,LESTER,m51,drop dead gorgeous,M,?
u809,LISA,m51,drop dead gorgeous,F,?
u812,MR. LARSON,m51,drop dead gorgeous,M,?
u813,PREGNANT FRY GIRL,m51,drop dead gorgeous,F,?
u814,TERRY,m51,drop dead gorgeous,F,?
u815,TINA,m51,drop dead gorgeous,F,?
u816,ALL,m52,duck soup,?,?
u819,ENSEMBLE,m52,duck soup,?,?
u823,VERA,m52,duck soup,F,?
u825,BOY,m53,the elephant man,M,?
u829,K. HEN,m53,the elephant man,?,?
u830,KATH,m53,the elephant man,F,?
u831,KENDAL,m53,the elephant man,M,?
u836,OWNER,m53,the elephant man,?,?
u841,FREYA,m54,erik the viking,F,?
u842,GIRL,m54,erik the viking,F,?
u843,GRANDAD,m54,erik the viking,M,?
u844,GRANDFATHER,m54,erik the viking,M,?
u845,HARALD,m54,erik the viking,M,?
u847,IVAR,m54,erik the viking,M,?
u850,LEIF,m54,erik the viking,M,?
u852,ODIN,m54,erik the viking,M,?
u853,SNORRI,m54,erik the viking,M,?
u856,THORFINN,m54,erik the viking,M,?
u857,THORFINN'S MUM,m54,erik the viking,F,?
u858,CARRIE,m55,eternal sunshine of the spotless mind,F,?
u860,CLEMENTINE'S VOICE,m55,eternal sunshine of the spotless mind,F,?
u865,NAOMI'S VOICE,m55,eternal sunshine of the spotless mind,F,?
u866,OLD WOMAN,m55,eternal sunshine of the spotless mind,F,?
u868,RECEPTIONIST,m55,eternal sunshine of the spotless mind,?,?
u870,STAN'S VOICE,m55,eternal sunshine of the spotless mind,M,?
u871,VOICE-OVER,m55,eternal sunshine of the spotless mind,?,?
u873,HOWARD,m56,even cowgirls get the blues,M,?
u875,JULIAN,m56,even cowgirls get the blues,M,?
u876,MAN,m56,even cowgirls get the blues,M,?
u880,DJ,m57,event horizon,M,?
u881,HOLLIS,m57,event horizon,?,?
u883,LYLE,m57,event horizon,?,?
u889,ALICIA,m58,fantastic four,F,?
u891,DEBBIE,m58,fantastic four,F,?
u892,DOCTOR,m58,fantastic four,M,?
u894,LEONARD,m58,fantastic four,M,?
u896,SEXY NURSE,m58,fantastic four,F,?
u898,THE THING,m58,fantastic four,M,?
u903,CURTIS,m59,fast times at ridgemont high,M,?
u905,DENNIS,m59,fast times at ridgemont high,M,?
u906,GIRL,m59,fast times at ridgemont high,F,?
u907,GRIFFIN,m59,fast times at ridgemont high,?,?
u908,HAROLD,m59,fast times at ridgemont high,M,?
u909,L.C.,m59,fast times at ridgemont high,?,?
u913,RON,m59,fast times at ridgemont high,M,?
u916,THE RAT,m59,fast times at ridgemont high,M,?
u917,WAITRESS,m59,fast times at ridgemont high,F,?
u919,DA,m60,fear and loathing in las vegas,?,?
u924,MAID,m60,fear and loathing in las vegas,F,?
u925,PROPRIETOR,m60,fear and loathing in las vegas,?,?
u926,ADULTERER,m61,feast,?,?
u932,GOLDIE,m61,feast,?,?
u933,GOOD GUY,m61,feast,M,?
u934,GRANDPA,m61,feast,M,?
u936,PARA,m61,feast,?,?
u937,ROADIE,m61,feast,?,?
u938,SICKLY BROWNIE,m61,feast,?,?
u939,TRAMPY,m61,feast,?,?
u940,TROOP LEADER,m61,feast,?,?
u942,BARNES,m62,frances,M,?
u943,BEBE,m62,frances,M,?
u944,CLAIRE,m62,frances,F,?
u945,CLIFFORD,m62,frances,M,?
u946,CLURMAN,m62,frances,M,?
u947,COP,m62,frances,M,?
u949,DOCTOR,m62,frances,M,?
u950,DOYLE,m62,frances,M,?
u951,DRAMA TEACHER,m62,frances,F,?
u952,EDWARDS,m62,frances,M,?
u954,FIRE CHIEF,m62,frances,M,?
u957,HITCHHIKER,m62,frances,M,?
u958,JUDGE,m62,frances,M,?
u959,JUDGE HILLIER'S WIFE,m62,frances,F,?
u960,KAMINSKI,m62,frances,M,?
u961,LAWYER,m62,frances,M,?
u963,MAN,m62,frances,M,?
u964,ODETS,m62,frances,M,?
u965,OLDER NURSE,m62,frances,?,?
u966,SERGEANT,m62,frances,M,?
u968,YORK & CROWD,m62,frances,M,?
u970,YOUNG NURSE,m62,frances,?,?
u971,CREATURE,m63,frankenstein,M,?
u973,FATHER,m63,frankenstein,M,?
u974,GRANDFATHER,m63,frankenstein,M,?
u975,GRIGORI,m63,frankenstein,?,?
u977,JUSTINE,m63,frankenstein,F,?
u978,KREMPE,m63,frankenstein,?,?
u979,PROSECUTOR,m63,frankenstein,?,?
u981,WALDMAN,m63,frankenstein,M,?
u982,WALTON,m63,frankenstein,?,?
u984,BARRY,m64,friday the 13th,M,?
u986,BRENDA,m64,friday the 13th,F,?
u987,CLAUDETTE,m64,friday the 13th,F,?
u988,JACK,m64,friday the 13th,M,?
u989,MARCIE,m64,friday the 13th,F,?
u990,MRS. VOORHEES,m64,friday the 13th,M,?
u991,NED,m64,friday the 13th,M,?
u992,SANDY,m64,friday the 13th,F,?
u993,STEVE,m64,friday the 13th,M,?
u994,TIERNEY,m64,friday the 13th,M,?
u995,BORDER GUARD,m65,from dusk till dawn,?,?
u996,CARLOS,m65,from dusk till dawn,M,?
u999,KELLY HOUGE,m65,from dusk till dawn,F,?
u1000,MCGRAW,m65,from dusk till dawn,?,?
u1001,PETE,m65,from dusk till dawn,M,?
u1004,SCOTT,m65,from dusk till dawn,M,?
u1006,STANLEY CHASE,m65,from dusk till dawn,M,?
u1007,BLONDELL,m66,g.i. jane,F,?
